accession_id,accession_name,accession_cs_number,accession_longitude,accession_latitude,accession_country,AT2G16280,AT1G20330,AT3G05630,AT3G11170,AT3G11210,AT3G19260,AT3G56040,AT3G56080,AT4G11830,AT4G17600,AT4G23700,AT4G23710,AT5G16230,AT5G16240,AT5G22500,AT5G59590,acMGDG(18:3-2O/36:8-2O),acMGDG(18:3-3O/36:8-2O),Campesterol-Glc(16:0),Campesterol-Glc(18:3),Campesterol-Glc(18:2),GlcCer(34:1)-2,GlcCer(34:1)-3,GlcCer(40:1)-3,GlcCer(42:2)-3,Campesterol-Glc,DGDG(18:3/7:1-2O),DGDG(18:3/16:2),DGDG(18:3/16:1),DGDG(18:2/18:3),DGDG(18:1/18:3),MGDG(18:3/16:2),PC(16:0/16:1),PC(16:0/16:0),PE(20:1/18:3),PG(18:2/16:0),SQDG(32:0),SQDG(34:3),SQDG(36:6)
9944,Don-0,CS76411,-6.36,36.83,Spain,3355,4323,103,15447,428,340,3113,7,569,5650,34,1328,18,530,1092,2,0.000511057,0.000277986,0.007880533,0.00696947,0.006947563,0.300141482,0.396159665,0.229621317,0.603273605,0.097308195,0.009747071,0.153445191,0.765697128,0.329866883,0.344275762,0.379671022,0.122893807,0.130961088,0.010168546,0.758419147,0.011154071,0.425820629,0.10711278
9945,Leo-1,CS76413,-3.11,41.8,Spain,3156,3248,497,17821,281,1929,1233,550,1304,2526,1689,931,25,377,642,7,0.000488593,0.000281504,0.006028502,0.006302958,0.004883617,0.285311335,0.334718922,0.212111313,0.604282781,0.078100091,0.011248474,0.186504273,0.742388896,0.294748639,0.317153081,0.416826362,0.124246992,0.109296813,0.008962412,0.697106496,0.008411611,0.443317474,0.131143416
9946,Mer-6,CS76414,-6.34,38.92,Spain,3237,2638,740,11669,233,971,1977,285,1100,2871,164,1480,28,298,596,18,0.000402992,0.00022427,0.009103761,0.008657953,0.00713511,0.271058884,0.33737081,0.214195178,0.60967844,0.116281197,0.008977233,0.198765577,0.794428294,0.357100661,0.310224905,0.42318925,0.114913226,0.116086257,0.010513082,0.606733961,0.009250356,0.34782761,0.116567951
9947,Ped-0,CS76415,-3.9,40.74,Spain,2118,2946,183,9934,700,556,1977,836,139,3475,138,1729,0,264,205,2,0.000416659,0.000286518,0.006460153,0.007502287,0.00520372,0.228083106,0.281165178,0.150874655,0.477677697,0.085823229,0.010291789,0.164394176,0.911230449,0.25271758,0.359965732,0.368354405,0.124855244,0.110751132,0.015386433,0.565837362,0.006527634,0.398481125,0.1315045
9948,Pra-6,CS76416,-3.54,41.05,Spain,2781,4429,141,9862,191,430,2188,408,1252,2548,660,1227,20,198,366,1,0.000512576,0.000241906,0.00711651,0.007252682,0.006037086,0.310132727,0.349081948,0.172227872,0.630782921,0.101713497,0.009598,0.164619045,0.894692025,0.251443311,0.369182431,0.324296787,0.139063596,0.1466306,0.010074826,0.614024673,0.008949861,0.431631659,0.131164617
9949,Qui-0,CS76417,-6.93,42.69,Spain,3534,5325,117,13718,393,291,2576,479,274,3883,118,1089,35,370,877,13,0.000427527,0.000260791,0.006750306,0.006224573,0.004524317,0.230958711,0.292829465,0.217127227,0.556408492,0.09164416,0.010461005,0.192482617,0.751901791,0.312096623,0.301521952,0.429559101,0.10912872,0.121300664,0.0097409,0.698036818,0.008758102,0.409575603,0.116516774
9950,Vie-0,CS76418,0.76,42.63,Spain,3296,4600,223,12284,406,627,1631,872,761,3229,24,1274,4,292,623,8,0.000639753,0.000327319,0.00611736,0.006954391,0.004970555,0.289337456,0.376112337,0.185231674,0.630722385,0.104185972,0.01316907,0.178557687,0.616989466,0.277851929,0.359555421,0.320867821,0.10684067,0.102938202,0.01113068,0.768012981,0.009384098,0.512966774,0.125716211
9993,Nemrut-1,CS76398,42.2394,38.6425,Turkey,4057,5101,559,12821,287,503,2298,175,2226,4305,237,1212,24,447,1176,22,0.000347298,0.000252877,0.007727344,0.007211703,0.006788378,0.31663341,0.332658622,0.203471753,0.55508764,0.101382465,0.011373884,0.175774926,0.517045322,0.324167291,0.33344766,0.365929865,0.068998259,0.06448556,0.009627005,0.516841387,0.012097634,0.465210112,0.126084345
9995,HKT2.4,CS76404,9.4,48.14,GER,2741,3293,124,12819,237,337,3079,1066,1249,3507,9,945,13,243,284,6,0.000678799,0.000286187,0.00861742,0.007720535,0.006056189,0.305213275,0.444882397,0.215397009,0.641062382,0.1447161,0.008759411,0.185807775,0.654282636,0.450326161,0.322638668,0.489001736,0.106218934,0.110640325,0.011006914,0.754500424,0.005850621,0.371197346,0.136651679
9996,Nie1-2,CS76402,8.8,48.52,GER,2157,5490,397,15023,455,505,2317,853,551,4901,286,714,9,283,1561,22,0.000483406,0.000281533,0.005324637,0.005298402,0.004604518,0.237337054,0.326588619,0.180831804,0.625959611,0.087500413,0.009362396,0.169791524,0.841293801,0.288888823,0.327309768,0.374346104,0.113487864,0.12052472,0.011854417,0.578123566,0.007707251,0.395719415,0.134419538
9997,Rue3.1-31,CS76406,9.16,48.56,GER,3359,3154,161,9765,359,497,2377,711,1273,2270,45,1101,16,378,996,1,0.00062303,0.000204973,0.005221768,0.00513542,0.004031909,0.251777969,0.325036316,0.179450382,0.599485015,0.078585227,0.011599455,0.171703451,0.644918161,0.261351096,0.380915105,0.391898506,0.094685635,0.085698752,0.011050467,0.664800907,0.007310631,0.395785524,0.128546433
9998,Star-8,CS76400,8.82,48.43,GER,2192,5793,105,10709,321,474,2606,438,242,5214,45,1276,19,242,1024,31,0.000425351,0.00028542,0.006291662,0.006606677,0.004979894,0.264900567,0.334011312,0.167053741,0.675861507,0.097615895,0.013356244,0.176629736,0.547253269,0.311676554,0.328285535,0.467870103,0.067629389,0.080238872,0.008377489,0.597042238,0.012523094,0.514123752,0.140356218
9999,TueSB30-3,CS76403,9.06,48.53,GER,1958,2453,247,7952,128,892,1488,436,2093,2673,58,1005,8,216,514,19,0.000494402,0.000263362,0.006544574,0.007366946,0.005208724,0.282930612,0.334964164,0.204416465,0.672606349,0.099226505,0.009342998,0.186198789,0.654682798,0.326526249,0.300944391,0.443125568,0.118407342,0.089635331,0.010744436,0.672333091,0.011346823,0.419459869,0.123138049
10002,TueWal-2,CS76405,9.04,48.53,GER,3675,6663,111,12607,328,366,2687,499,833,3995,108,1125,26,360,828,6,0.000923293,0.000368329,0.007914439,0.007096042,0.004372954,0.338484553,0.433581575,0.225729448,0.62166195,0.071360989,0.008794464,0.188862497,0.667340288,0.333430254,0.349646504,0.379963952,0.140592444,0.106895407,0.010841943,0.659072338,0.012252815,0.494002887,0.146154673
